Auction Name,Sheet id,Auction House,Title,Reg,Make,Model,Variant,Lot,Body type,Fuel Type,Transmission,Center,Start Date,Start Time,D.O.R,Year,Mileage,Mileage Warranted,V5,MOT Expiry Date,Service History,VAT Status,Vendor,Former Keepers,CC,Service Notes,Inspection Report,Images,Damaged_images,Damage_details,Additional Information,Colour,Keys,CAP Clean,CAP Below,CAP Average,Features,General Condition,Grade,Doors,Seats,MOT Due,Euro Status,No of services,Last service mileage,Tyres Condition
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,Peugeot Boxer 335 2.2 BLUE HDI 140PS,BV71ZPU,Peugeot,Boxer,335 2.2 BLUE HDI 140PS,170,Luton L4,Diesel,MANUAL,Bedford,2026-01-22,10:00:00,2021-09-07,2021,102745,Not Warranted,Buyer To Apply,06/09/2026,,Plus VAT,DIRECT FINANCE COMPANY,1,2.2,E/MIRRORS,https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/10016.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/BV71ZPU/e01.jpg?44f18546a69cc8e45ba2d869179988dc,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/BV71ZPU/e02.jpg?44f18546a69cc8e45ba2d869179988dc,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/BV71ZPU/e03.jpg?44f18546a69cc8e45ba2d869179988dc,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/BV71ZPU/e04.jpg?44f18546a69cc8e45ba2d869179988dc","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/BV71ZPU/e01.jpg?44f18546a69cc8e45ba2d869179988dc,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/BV71ZPU/e02.jpg?44f18546a69cc8e45ba2d869179988dc,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/BV71ZPU/e03.jpg?44f18546a69cc8e45ba2d869179988dc,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/BV71ZPU/e04.jpg?44f18546a69cc8e45ba2d869179988dc",,"{'Additional Information': {'Length': '5.94m', 'Width': '2.05m', 'Height': '2.25m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,Ford Transit 350 115PS,BX08RDU,Ford,Transit,350 115PS,116,Access Platform,Diesel,MANUAL,Bedford,2026-01-22,10:00:00,2008-05-01,2008,127734,Warranted,Here,31/01/2026,,Plus VAT,DIRECT FROM BT (HOLMAN FLEET) MANAGED BY XBG FLEET REMARKETING,,2.4,"*OIL LEAK & ALTERNATOR REQUIRE ATTN*  3850KG GVW, VERSALIFT EUROTEL 36NF PLATFORM",https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/10461.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/BX08RDU/e01.jpg?7f863ee4d1ab432396f26a19f7d92866,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/BX08RDU/e02.jpg?7f863ee4d1ab432396f26a19f7d92866,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/BX08RDU/e03.jpg?7f863ee4d1ab432396f26a19f7d92866,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/BX08RDU/e04.jpg?7f863ee4d1ab432396f26a19f7d92866","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/BX08RDU/e01.jpg?7f863ee4d1ab432396f26a19f7d92866,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/BX08RDU/e02.jpg?7f863ee4d1ab432396f26a19f7d92866,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/BX08RDU/e03.jpg?7f863ee4d1ab432396f26a19f7d92866,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/BX08RDU/e04.jpg?7f863ee4d1ab432396f26a19f7d92866",,"{'Additional Information': {'Length': '5.20m', 'Width': '1.97m', 'Height': '2.57m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,FIAT SCUDO D 1.9,CE56XOM,FIAT,SCUDO,D 1.9,28,Panel Van,Diesel,MANUAL,Doncaster,2026-01-22,10:00:00,2006-11-29,2006,129755,Not Warranted,Here,Expired,,Plus VAT,,5,1.9,"*STATER MOTOR ISSUE* A/C, TWIN SIDE LOAD DOOR, ROOF RACK *SMOKING*",https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/50.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CE56XOM/e01.jpg?be9739041bd919139c762f953831ca0a,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CE56XOM/e02.jpg?be9739041bd919139c762f953831ca0a,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CE56XOM/e03.jpg?be9739041bd919139c762f953831ca0a,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CE56XOM/e04.jpg?be9739041bd919139c762f953831ca0a","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CE56XOM/e01.jpg?be9739041bd919139c762f953831ca0a,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CE56XOM/e02.jpg?be9739041bd919139c762f953831ca0a,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CE56XOM/e03.jpg?be9739041bd919139c762f953831ca0a,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CE56XOM/e04.jpg?be9739041bd919139c762f953831ca0a",,"{'Additional Information': {'Length': '', 'Width': '', 'Height': '', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,PEUGEOT BOXER 435 2.0 BlueHDi H2 Professional Van 130ps,CF68XHR,PEUGEOT,BOXER,435 2.0 BlueHDi H2 Professional Van 130ps,232,Messing Unit,Diesel,MANUAL,Doncaster,2026-01-22,10:00:00,2019-02-05,2019,43262,Not Warranted,Here,11/12/2026,,Plus VAT,,1,2.0,"TOW BAR, E/MIRRORS, AD-BLUE, SINK & SEATING IN REAR",https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/10194.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CF68XHR/e01.jpg?7eb9181fd206173c6e2f744c93717af0,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CF68XHR/e02.jpg?7eb9181fd206173c6e2f744c93717af0,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CF68XHR/e03.jpg?7eb9181fd206173c6e2f744c93717af0,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CF68XHR/e04.jpg?7eb9181fd206173c6e2f744c93717af0","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CF68XHR/e01.jpg?7eb9181fd206173c6e2f744c93717af0,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CF68XHR/e02.jpg?7eb9181fd206173c6e2f744c93717af0,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CF68XHR/e03.jpg?7eb9181fd206173c6e2f744c93717af0,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CF68XHR/e04.jpg?7eb9181fd206173c6e2f744c93717af0",,"{'Additional Information': {'Length': '6.36m', 'Width': '2.05m', 'Height': '2.52m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,Ford Transit Connect 220 1.5 ECOBLUE 100PS,CP69BZS,Ford,Transit Connect,220 1.5 ECOBLUE 100PS,32,Panel Van L1,Diesel,MANUAL,Bedford,2026-01-22,10:00:00,2020-02-03,2020,90767,Warranted,Buyer To Apply,02/02/2026,,Plus VAT,DIRECT FROM NATIONAL GRID (MANAGED BY XBG) - ADDITIONAL £150 BUYERS,,1.5,"*NON-RUNNER, CRANKS DOES NOT FIRE* AD-BLUE, SIDE LOADING DOOR, ROOF RACK, E/MIRRORS, V5 NEW KEEPER DOCUMENT REFERENCE NUMBER AVAILABLE FOR TAXATION PURPOSES",https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/9661.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CP69BZS/e01.jpg?bdfe20ce586a30b1823f4c9240bc49c8,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CP69BZS/e02.jpg?bdfe20ce586a30b1823f4c9240bc49c8,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CP69BZS/e03.jpg?bdfe20ce586a30b1823f4c9240bc49c8,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CP69BZS/e04.jpg?bdfe20ce586a30b1823f4c9240bc49c8","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CP69BZS/e01.jpg?bdfe20ce586a30b1823f4c9240bc49c8,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CP69BZS/e02.jpg?bdfe20ce586a30b1823f4c9240bc49c8,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CP69BZS/e03.jpg?bdfe20ce586a30b1823f4c9240bc49c8,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CP69BZS/e04.jpg?bdfe20ce586a30b1823f4c9240bc49c8",,"{'Additional Information': {'Length': '4.43m', 'Width': '1.84m', 'Height': '1.84m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,FORD TRANSIT 350 2.0 TDCI 130PS,CT19XDG,FORD,TRANSIT,350 2.0 TDCI 130PS,283,Luton LWB,Diesel,MANUAL,Bedford,2026-01-22,10:00:00,2019-06-26,2019,136637,Warranted,Here,13/01/2027,,Plus VAT,,4,2.0,,https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/10488.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CT19XDG/e01.jpg?a3ca352bf678b2b3c5294639195e174c,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CT19XDG/e02.jpg?a3ca352bf678b2b3c5294639195e174c,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CT19XDG/e03.jpg?a3ca352bf678b2b3c5294639195e174c,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CT19XDG/e04.jpg?a3ca352bf678b2b3c5294639195e174c","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CT19XDG/e01.jpg?a3ca352bf678b2b3c5294639195e174c,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CT19XDG/e02.jpg?a3ca352bf678b2b3c5294639195e174c,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CT19XDG/e03.jpg?a3ca352bf678b2b3c5294639195e174c,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CT19XDG/e04.jpg?a3ca352bf678b2b3c5294639195e174c",,"{'Additional Information': {'Length': '6.58m', 'Width': '2.47m', 'Height': '2.19m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,Ford Transit 350 2.2 TDCI 100PS,CU64FHZ,Ford,Transit,350 2.2 TDCI 100PS,119,Panel Van L3,Diesel,MANUAL,Bedford,2026-01-22,10:00:00,2014-10-28,2014,120318,Warranted,Buyer To Apply,21/08/2026,,Plus VAT,DIRECT FROM NATIONAL GRID (MANAGED BY XBG) - ADDITIONAL £150 BUYERS,,2.2,"SIDE LOADING DOOR, V5 NEW KEEPER DOCUMENT REFERENCE NUMBER AVAILABLE FOR TAXATION PURPOSES",https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/9657.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CU64FHZ/e01.jpg?910aa09b6408e62387c8cdf595724041,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CU64FHZ/e02.jpg?910aa09b6408e62387c8cdf595724041,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CU64FHZ/e03.jpg?910aa09b6408e62387c8cdf595724041,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CU64FHZ/e04.jpg?910aa09b6408e62387c8cdf595724041","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CU64FHZ/e01.jpg?910aa09b6408e62387c8cdf595724041,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CU64FHZ/e02.jpg?910aa09b6408e62387c8cdf595724041,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CU64FHZ/e03.jpg?910aa09b6408e62387c8cdf595724041,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CU64FHZ/e04.jpg?910aa09b6408e62387c8cdf595724041",,"{'Additional Information': {'Length': '5.98m', 'Width': '2.47m', 'Height': '2.79m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,Ford Transit 350 2.2 TDCI 100PS,CU64FJD,Ford,Transit,350 2.2 TDCI 100PS,33,Panel Van L3,Diesel,MANUAL,Bedford,2026-01-22,10:00:00,2014-10-28,2014,121385,Warranted,Buyer To Apply,20/07/2026,,Plus VAT,DIRECT FROM NATIONAL GRID (MANAGED BY XBG) - ADDITIONAL £150 BUYERS,,2.2,"*NON-RUNNER, CRANKS BUT WILL  NOT FIRE* SIDE LOADING DOOR, ROOF RACK, V5 NEW KEEPER DOCUMENT REFERENCE NUMBER AVAILABLE FOR TAXATION PURPOSES",https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/9658.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CU64FJD/e01.jpg?f1fdfcc8b3a7a2b35e0f654b29108078,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CU64FJD/e02.jpg?f1fdfcc8b3a7a2b35e0f654b29108078,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CU64FJD/e03.jpg?f1fdfcc8b3a7a2b35e0f654b29108078,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CU64FJD/e04.jpg?f1fdfcc8b3a7a2b35e0f654b29108078","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CU64FJD/e01.jpg?f1fdfcc8b3a7a2b35e0f654b29108078,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CU64FJD/e02.jpg?f1fdfcc8b3a7a2b35e0f654b29108078,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CU64FJD/e03.jpg?f1fdfcc8b3a7a2b35e0f654b29108078,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CU64FJD/e04.jpg?f1fdfcc8b3a7a2b35e0f654b29108078",,"{'Additional Information': {'Length': '5.98m', 'Width': '2.47m', 'Height': '2.79m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,Ford Transit 350 2.2 TDCI 100PS,CU64FJX,Ford,Transit,350 2.2 TDCI 100PS,115,Panel Van L3,Diesel,MANUAL,Bedford,2026-01-22,10:00:00,2014-11-17,2014,108498,Warranted,Buyer To Apply,-,,Plus VAT,DIRECT FROM NATIONAL GRID (MANAGED BY XBG) - ADDITIONAL £150 BUYERS,,2.2,"SIDE LOADING DOOR, V5 NEW KEEPER DOCUMENT REFERENCE NUMBER AVAILABLE FOR TAXATION PURPOSES",https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/9659.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CU64FJX/e01.jpg?396dd865658ac7795e5d62972c41f590,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CU64FJX/e02.jpg?396dd865658ac7795e5d62972c41f590,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CU64FJX/e03.jpg?396dd865658ac7795e5d62972c41f590,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CU64FJX/e04.jpg?396dd865658ac7795e5d62972c41f590","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CU64FJX/e01.jpg?396dd865658ac7795e5d62972c41f590,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CU64FJX/e02.jpg?396dd865658ac7795e5d62972c41f590,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CU64FJX/e03.jpg?396dd865658ac7795e5d62972c41f590,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/CU64FJX/e04.jpg?396dd865658ac7795e5d62972c41f590",,"{'Additional Information': {'Length': '5.98m', 'Width': '2.47m', 'Height': '2.79m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,MAN TGE 3.140 2.0 140PS,DA20YDZ,MAN,TGE,3.140 2.0 140PS,223,Panel Van LWB,Diesel,MANUAL,Doncaster,2026-01-22,10:00:00,2020-08-08,2020,155395,Not Warranted,Buyer To Apply,13/07/2026,,Plus VAT,,,2.0,"*NO REAR ACCESS* AD-BLUE, SIDE LOAD DOOR, E/ MIRRORS",https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/10393.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DA20YDZ/e01.jpg?60da0ab1baa42371ad8c3a370b3568b9,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DA20YDZ/e02.jpg?60da0ab1baa42371ad8c3a370b3568b9,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DA20YDZ/e03.jpg?60da0ab1baa42371ad8c3a370b3568b9,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DA20YDZ/e04.jpg?60da0ab1baa42371ad8c3a370b3568b9","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DA20YDZ/e01.jpg?60da0ab1baa42371ad8c3a370b3568b9,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DA20YDZ/e02.jpg?60da0ab1baa42371ad8c3a370b3568b9,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DA20YDZ/e03.jpg?60da0ab1baa42371ad8c3a370b3568b9,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DA20YDZ/e04.jpg?60da0ab1baa42371ad8c3a370b3568b9",,"{'Additional Information': {'Length': '6.84m', 'Width': '2.04m', 'Height': '2.59m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,MAN TGE 3.140 2.0 140PS,DA20YFO,MAN,TGE,3.140 2.0 140PS,224,Panel Van LWB,Diesel,MANUAL,Doncaster,2026-01-22,10:00:00,2020-08-01,2020,142125,Not Warranted,Buyer To Apply,07/08/2026,,Plus VAT,,,2.0,"*NO REAR ACCESS* AD-BLUE, SIDE LOAD DOOR, E/ MIRRORS",https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/10392.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DA20YFO/e01.jpg?bec3a742e525d5b8f49ca931317c2b71,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DA20YFO/e02.jpg?bec3a742e525d5b8f49ca931317c2b71,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DA20YFO/e03.jpg?bec3a742e525d5b8f49ca931317c2b71,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DA20YFO/e04.jpg?bec3a742e525d5b8f49ca931317c2b71","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DA20YFO/e01.jpg?bec3a742e525d5b8f49ca931317c2b71,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DA20YFO/e02.jpg?bec3a742e525d5b8f49ca931317c2b71,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DA20YFO/e03.jpg?bec3a742e525d5b8f49ca931317c2b71,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DA20YFO/e04.jpg?bec3a742e525d5b8f49ca931317c2b71",,"{'Additional Information': {'Length': '6.84m', 'Width': '2.04m', 'Height': '2.59m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,Volkswagen Crafter CR35 2.0 TDI 140PS,DA23AXT,Volkswagen,Crafter,CR35 2.0 TDI 140PS,144,Panel Van MWB,Diesel,MANUAL,Livingston,2026-01-22,10:00:00,2023-05-31,2023,48848,Not Warranted,Here,30/05/2026,,Plus VAT,DIRECT FINANCE COMPANY,1,2.0,"*WARNING LIGHT ON DASH* SIDE LOAD DOOR, AD-BLUE, HIGH ROOF",https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/10562.pdf,,,,"{'Additional Information': {'Length': '6.85m', 'Width': '2.43m', 'Height': '2.59m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,Isuzu D-Max 2.5 TD,DE64FKD,Isuzu,D-Max,2.5 TD,69,Pickup Single Cab,Diesel,MANUAL,Bedford,2026-01-22,10:00:00,2014-11-04,2014,98442,Warranted,Here,06/11/2026,,Plus VAT,DIRECT PLANT HIRE COMPANY,,2.5,*INTERNAL GEARBOX ISSUE* TOW BAR,https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/10019.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DE64FKD/e01.jpg?2cfc2e103d81c50c7d279e7ff071fb1a,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DE64FKD/e02.jpg?2cfc2e103d81c50c7d279e7ff071fb1a,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DE64FKD/e03.jpg?2cfc2e103d81c50c7d279e7ff071fb1a,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DE64FKD/e04.jpg?2cfc2e103d81c50c7d279e7ff071fb1a","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DE64FKD/e01.jpg?2cfc2e103d81c50c7d279e7ff071fb1a,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DE64FKD/e02.jpg?2cfc2e103d81c50c7d279e7ff071fb1a,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DE64FKD/e03.jpg?2cfc2e103d81c50c7d279e7ff071fb1a,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DE64FKD/e04.jpg?2cfc2e103d81c50c7d279e7ff071fb1a",,"{'Additional Information': {'Length': '5.32m', 'Width': '1.86m', 'Height': '1.78m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,Isuzu D-Max 1.9 YUKON,DF19GVV,Isuzu,D-Max,1.9 YUKON,67,Pickup Double Cab,Diesel,MANUAL,Doncaster,2026-01-22,10:00:00,2019-07-31,2019,116764,Warranted,Here,12/10/2026,,Plus VAT,DIRECT PLANT HIRE COMPANY,,1.9,"TOW BAR, E/ MIRRORS",https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/10327.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DF19GVV/e01.jpg?93d3be642e9738eabc54c32022727a2f,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DF19GVV/e02.jpg?93d3be642e9738eabc54c32022727a2f,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DF19GVV/e03.jpg?93d3be642e9738eabc54c32022727a2f,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DF19GVV/e04.jpg?93d3be642e9738eabc54c32022727a2f","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DF19GVV/e01.jpg?93d3be642e9738eabc54c32022727a2f,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DF19GVV/e02.jpg?93d3be642e9738eabc54c32022727a2f,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DF19GVV/e03.jpg?93d3be642e9738eabc54c32022727a2f,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DF19GVV/e04.jpg?93d3be642e9738eabc54c32022727a2f",,"{'Additional Information': {'Length': '5.30m', 'Width': '1.86m', 'Height': '1.80m', 'Imported': ''}}",,,,,,,,,,,,,,,
VAN & CAR AUCTION,21,Commercial Vehicle Auctions LTD,Man TGE 3.140,DK20YZW,Man,TGE,3.140,271,Curtainside,Diesel,MANUAL,Doncaster,2026-01-22,10:00:00,2020-03-26,2020,104375,Not Warranted,Here,29/09/2026,,Plus VAT,DIRECT FINANCE,1,2.0,"*WARNING LIGHT ON DASH* TOW BAR, E/WINDOWS, AD-BLUE",https://www.cva-auctions.co.uk/motorvehicleinspectionreport/standard/10323.pdf,"https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DK20YZW/e01.jpg?e90a88f18f88992e7a8901be470504ac,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DK20YZW/e02.jpg?e90a88f18f88992e7a8901be470504ac,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DK20YZW/e03.jpg?e90a88f18f88992e7a8901be470504ac,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DK20YZW/e04.jpg?e90a88f18f88992e7a8901be470504ac","https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DK20YZW/e01.jpg?e90a88f18f88992e7a8901be470504ac,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DK20YZW/e02.jpg?e90a88f18f88992e7a8901be470504ac,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DK20YZW/e03.jpg?e90a88f18f88992e7a8901be470504ac,https://eu.cdn.autosonshow.tv/1319/autoimagewithtaggingandext360/DK20YZW/e04.jpg?e90a88f18f88992e7a8901be470504ac",,"{'Additional Information': {'Length': '6.82m', 'Width': '2.03m', 'Height': '2.32m', 'Imported': ''}}",,,,,,,,,,,,,,,
